Country,Year,Month,Service Area,"Number Of Wireline Telephones  (UOM:Number), Scaling Factor:1000000","Number Of Wireless Telephones (UOM:Number), Scaling Factor:1000000","Percentage Share In Total Telephones (UOM:Percentage), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Kolkata,0.680399,26.111702,2.29
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Delhi,3.36235,52.494257,4.78
India,"Calendar Year (Jan - Dec), 2020","September, 2020",Mumbai,3.064712,36.20449,3.36
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Andhra Pradesh,1.329346,86.547693,7.53
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Assam,0.114428,23.628443,2.03
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Bihar,0.182858,84.219934,7.23
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Gujarat,0.957003,67.050787,5.82
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Haryana,0.234833,27.417585,2.37
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Himachal Pradesh,0.092331,10.936053,0.94
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Jammu & Kashmir,0.147521,11.652667,1.01
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Karnataka,2.16933,66.802623,5.91
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Kerala,1.439134,44.28615,3.92
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Madhya Pradesh,0.637044,75.313082,6.5
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Maharashtra,1.300294,92.185952,8.01
India,"Calendar Year (Jan - Dec), 2020","August, 2020",North East,0.097935,11.924744,1.03
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Odisha,0.202612,33.274428,2.87
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Punjab,0.67226,38.709958,3.37
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Rajasthan,0.47123,64.91197,5.6
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Tamil Nadu,1.960445,79.305225,6.96
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Uttar Pradesh (East),0.346432,97.945627,8.42
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Uttar Pradesh (West),0.274471,62.492849,5.38
India,"Calendar Year (Jan - Dec), 2020","August, 2020",West Bengal,0.202594,54.466659,4.68
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Kolkata,0.662397,26.166648,2.3
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Delhi,3.327364,52.255825,4.76
India,"Calendar Year (Jan - Dec), 2020","August, 2020",Mumbai,3.065505,36.31335,3.37
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Andhra Pradesh,1.311126,86.3535,7.54
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Assam,0.112479,23.487441,2.03
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Bihar,0.177708,83.671117,7.21
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Gujarat,0.958229,66.23721,5.78
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Haryana,0.250419,27.256357,2.37
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Himachal Pradesh,0.093646,10.737183,0.93
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Jammu & Kashmir,0.141028,11.789357,1.03
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Karnataka,2.125091,66.680669,5.92
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Kerala,1.496625,43.589681,3.88
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Madhya Pradesh,0.621053,74.564784,6.47
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Maharashtra,1.30849,91.283591,7.97
India,"Calendar Year (Jan - Dec), 2020","June, 2020",North East,0.096566,11.877209,1.03
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Odisha,0.203494,32.972609,2.85
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Punjab,0.677556,38.523422,3.37
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Rajasthan,0.47152,64.373956,5.58
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Tamil Nadu,1.960473,80.487009,7.09
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Uttar Pradesh (East),0.332657,97.937418,8.45
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Uttar Pradesh (West),0.262761,62.076216,5.36
India,"Calendar Year (Jan - Dec), 2020","June, 2020",West Bengal,0.19953,54.786787,4.73
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Kolkata,0.655927,25.357682,2.24
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Delhi,3.292078,52.03499,4.76
India,"Calendar Year (Jan - Dec), 2020","June, 2020",Mumbai,3.062096,36.469026,3.4
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Andhra Pradesh,1.299061,86.615672,7.56
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Assam,0.11155,23.385138,2.02
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Bihar,0.176082,83.785527,7.22
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Gujarat,0.948536,66.177484,5.77
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Haryana,0.252577,27.27881,2.37
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Himachal Pradesh,0.095793,10.688767,0.93
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Jammu & Kashmir,0.137977,11.770083,1.02
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Karnataka,2.113728,66.770602,5.92
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Kerala,1.508587,43.24439,3.85
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Madhya Pradesh,0.615965,74.585083,6.46
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Maharashtra,1.315061,91.24827,7.96
India,"Calendar Year (Jan - Dec), 2020","May, 2020",North East,0.097089,11.874181,1.03
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Odisha,0.20803,33.034302,2.86
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Punjab,0.683596,38.688596,3.38
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Rajasthan,0.47387,64.634091,5.6
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Tamil Nadu,1.96171,80.731293,7.11
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Uttar Pradesh (East),0.382343,97.889087,8.45
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Uttar Pradesh (West),0.262944,62.306931,5.38
India,"Calendar Year (Jan - Dec), 2020","May, 2020",West Bengal,0.174957,54.659221,4.71
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Kolkata,0.647248,25.367358,2.24
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Delhi,3.265543,52.301431,4.78
India,"Calendar Year (Jan - Dec), 2020","May, 2020",Mumbai,3.034374,36.775698,3.42
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Andhra Pradesh,1.184591,87.145256,7.56
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Assam,0.098324,23.526761,2.02
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Bihar,0.158035,83.476222,7.16
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Gujarat,0.817168,66.816463,5.79
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Haryana,0.239655,27.479553,2.37
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Himachal Pradesh,0.096639,10.745879,0.93
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Jammu & Kashmir,0.119036,11.822044,1.02
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Karnataka,2.070687,67.006322,5.91
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Kerala,1.526298,43.077063,3.82
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Madhya Pradesh,0.582889,74.897207,6.46
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Maharashtra,1.320221,91.460381,7.94
India,"Calendar Year (Jan - Dec), 2020","April, 2020",North East,0.090082,11.9175,1.03
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Odisha,0.201624,33.123103,2.85
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Punjab,0.650678,38.915651,3.39
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Rajasthan,0.442631,65.029112,5.6
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Tamil Nadu,1.887943,81.223868,7.11
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Uttar Pradesh (East),0.304531,98.007657,8.42
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Uttar Pradesh (West),0.236158,62.832934,5.4
India,"Calendar Year (Jan - Dec), 2020","April, 2020",West Bengal,0.160099,55.082899,4.73
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Kolkata,0.61323,25.552374,2.24
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Delhi,3.145804,52.860178,4.79
India,"Calendar Year (Jan - Dec), 2020","April, 2020",Mumbai,2.831884,37.444377,3.45
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Andhra Pradesh,1.215223,87.855787,7.57
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Assam,0.098465,23.62252,2.02
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Bihar,0.15876,84.724057,7.21
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Gujarat,0.870385,67.925029,5.85
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Haryana,0.237945,27.674552,2.37
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Himachal Pradesh,0.097689,10.790688,0.93
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Jammu & Kashmir,0.12047,11.861038,1.02
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Karnataka,2.095351,67.628314,5.92
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Kerala,1.543672,43.432209,3.82
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Madhya Pradesh,0.619385,75.233885,6.45
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Maharashtra,1.314902,92.797601,8.0
India,"Calendar Year (Jan - Dec), 2020","March, 2020",North East,0.091224,12.022316,1.03
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Odisha,0.201839,33.33114,2.85
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Punjab,0.66128,39.173704,3.39
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Rajasthan,0.448919,65.535596,5.61
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Tamil Nadu,1.913449,81.887898,7.12
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Uttar Pradesh (East),0.365519,96.758435,8.25
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Uttar Pradesh (West),0.248418,63.381316,5.41
India,"Calendar Year (Jan - Dec), 2020","March, 2020",West Bengal,0.166665,55.071347,4.69
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Kolkata,0.61881,25.733148,2.24
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Delhi,3.180237,53.397467,4.81
India,"Calendar Year (Jan - Dec), 2020","March, 2020",Mumbai,2.858803,37.829208,3.46
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Andhra Pradesh,1.214844,88.05338,7.57
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Assam,0.098863,23.951642,2.04
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Bihar,0.159329,84.434913,7.17
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Gujarat,0.889082,67.217945,5.77
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Haryana,0.24073,27.978158,2.39
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Himachal Pradesh,0.098506,10.818055,0.93
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Jammu & Kashmir,0.122309,11.769736,1.01
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Karnataka,2.066463,67.704944,5.91
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Kerala,1.558891,43.772871,3.84
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Madhya Pradesh,0.62174,74.340692,6.35
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Maharashtra,1.325879,93.483895,8.04
India,"Calendar Year (Jan - Dec), 2020","February, 2020",North East,0.092214,12.115638,1.03
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Odisha,0.202877,33.378735,2.85
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Punjab,0.672457,39.376114,3.39
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Rajasthan,0.454381,65.910109,5.63
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Tamil Nadu,1.92232,82.262489,7.14
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Uttar Pradesh (East),0.37172,96.945743,8.25
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Uttar Pradesh (West),0.250646,63.742995,5.42
India,"Calendar Year (Jan - Dec), 2020","February, 2020",West Bengal,0.167299,55.62861,4.73
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Kolkata,0.624453,25.817204,2.24
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Delhi,3.178982,53.620213,4.81
India,"Calendar Year (Jan - Dec), 2020","February, 2020",Mumbai,2.853826,38.15332,3.48
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Andhra Pradesh,1.228799,87.48497,7.54
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Assam,0.099825,23.639931,2.02
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Bihar,0.162017,84.22171,7.18
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Gujarat,0.965358,67.915147,5.86
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Haryana,0.243589,27.916906,2.39
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Himachal Pradesh,0.099833,10.788663,0.93
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Jammu & Kashmir,0.124172,11.528011,0.99
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Karnataka,2.05167,67.414515,5.91
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Kerala,1.60282,43.676123,3.85
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Madhya Pradesh,0.733677,74.609881,6.41
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Maharashtra,1.340117,93.398154,8.06
India,"Calendar Year (Jan - Dec), 2020","January, 2020",North East,0.092505,12.059951,1.03
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Odisha,0.204253,33.172111,2.84
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Punjab,0.68171,39.134381,3.39
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Rajasthan,0.462018,65.55486,5.61
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Tamil Nadu,1.942966,81.800476,7.12
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Uttar Pradesh (East),0.382174,96.329843,8.23
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Uttar Pradesh (West),0.254159,63.409949,5.41
India,"Calendar Year (Jan - Dec), 2020","January, 2020",West Bengal,0.168729,55.242758,4.71
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Kolkata,0.630269,25.661306,2.24
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Delhi,3.177317,53.214031,4.8
India,"Calendar Year (Jan - Dec), 2020","January, 2020",Mumbai,2.881389,38.121853,3.49
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Andhra Pradesh,1.255521,87.022888,7.54
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Assam,0.101209,23.607699,2.02
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Bihar,0.163768,84.321786,7.21
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Gujarat,1.052655,67.448774,5.85
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Haryana,0.248282,27.796563,2.39
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Himachal Pradesh,0.101179,10.7881,0.93
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Jammu & Kashmir,0.123459,10.320749,0.89
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Karnataka,2.063767,67.387964,5.93
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Kerala,1.710916,43.502295,3.86
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Madhya Pradesh,0.814615,74.877796,6.46
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Maharashtra,1.355036,92.622238,8.02
India,"Calendar Year (Jan - Dec), 2019","December, 2019",North East,0.094105,12.112339,1.04
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Odisha,0.207566,33.013206,2.84
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Punjab,0.692229,39.10449,3.4
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Rajasthan,0.473434,65.333234,5.62
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Tamil Nadu,1.987394,81.711493,7.14
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Uttar Pradesh (East),0.388143,95.694537,8.2
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Uttar Pradesh (West),0.259626,62.898141,5.39
India,"Calendar Year (Jan - Dec), 2019","December, 2019",West Bengal,0.171232,55.222055,4.73
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Kolkata,0.636349,25.651065,2.24
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Delhi,3.186861,52.946851,4.79
India,"Calendar Year (Jan - Dec), 2019","December, 2019",Mumbai,2.866433,38.096098,3.5
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Andhra Pradesh,1.27502,87.226639,7.53
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Assam,0.102227,23.656788,2.02
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Bihar,0.167811,84.753008,7.23
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Gujarat,1.064047,67.669966,5.85
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Haryana,0.250328,27.915084,2.4
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Himachal Pradesh,0.102858,10.757096,0.92
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Jammu & Kashmir,0.12254,9.830181,0.85
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Karnataka,2.092887,67.679334,5.94
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Kerala,1.777687,43.661839,3.87
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Madhya Pradesh,0.835329,74.601862,6.42
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Maharashtra,1.372108,92.898783,8.03
India,"Calendar Year (Jan - Dec), 2019","November, 2019",North East,0.094304,12.125079,1.04
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Odisha,0.211088,33.220532,2.85
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Punjab,0.701626,39.230991,3.4
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Rajasthan,0.482152,65.442074,5.61
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Tamil Nadu,2.035013,81.980717,7.15
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Uttar Pradesh (East),0.389356,95.545441,8.17
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Uttar Pradesh (West),0.264711,63.576357,5.43
India,"Calendar Year (Jan - Dec), 2019","November, 2019",West Bengal,0.175136,55.518767,4.74
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Kolkata,0.648754,25.888335,2.26
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Delhi,3.224109,53.008376,4.79
India,"Calendar Year (Jan - Dec), 2019","November, 2019",Mumbai,2.877327,38.207209,3.5
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Andhra Pradesh,1.284898,88.151917,7.43
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Assam,0.10436,24.433893,2.04
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Bihar,0.170925,85.860622,7.15
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Gujarat,1.078535,69.165073,5.84
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Haryana,0.253353,28.687604,2.4
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Himachal Pradesh,0.103942,10.89497,0.91
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Jammu & Kashmir,0.120911,11.292399,0.95
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Karnataka,2.096845,69.217108,5.92
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Kerala,1.805805,45.096104,3.9
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Madhya Pradesh,0.862963,76.731944,6.45
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Maharashtra,1.390543,94.724713,7.98
India,"Calendar Year (Jan - Dec), 2019","October, 2019",North East,0.095749,12.434715,1.04
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Odisha,0.217825,33.436569,2.8
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Punjab,0.711269,40.601991,3.43
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Rajasthan,0.489977,66.34067,5.55
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Tamil Nadu,2.050662,83.108834,7.07
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Uttar Pradesh (East),0.394167,100.861371,8.41
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Uttar Pradesh (West),0.270081,65.623678,5.47
India,"Calendar Year (Jan - Dec), 2019","October, 2019",West Bengal,0.179374,57.048269,4.75
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Kolkata,0.660264,26.4693,2.25
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Delhi,3.240074,53.990966,4.75
India,"Calendar Year (Jan - Dec), 2019","October, 2019",Mumbai,2.883828,39.083619,3.49
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Andhra Pradesh,1.294461,87.594298,7.44
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Assam,0.105128,24.040279,2.02
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Bihar,0.171915,85.237145,7.15
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Gujarat,1.085484,68.744855,5.85
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Haryana,0.256467,28.256033,2.39
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Himachal Pradesh,0.105229,10.766921,0.91
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Jammu & Kashmir,0.113382,11.336814,0.96
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Karnataka,2.101962,69.106506,5.96
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Kerala,1.816584,44.887836,3.91
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Madhya Pradesh,0.895471,75.422359,6.39
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Maharashtra,1.407807,93.687272,7.96
India,"Calendar Year (Jan - Dec), 2019","September, 2019",North East,0.097385,12.29639,1.04
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Odisha,0.220822,32.872195,2.77
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Punjab,0.720767,40.066224,3.42
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Rajasthan,0.497801,65.668876,5.54
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Tamil Nadu,2.066671,82.656095,7.09
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Uttar Pradesh (East),0.399757,100.342593,8.44
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Uttar Pradesh (West),0.274834,65.103705,5.47
India,"Calendar Year (Jan - Dec), 2019","September, 2019",West Bengal,0.183508,56.672639,4.76
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Kolkata,0.667792,26.393725,2.27
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Delhi,3.260455,53.659915,4.77
India,"Calendar Year (Jan - Dec), 2019","September, 2019",Mumbai,2.889609,38.799909,3.49
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Andhra Pradesh,1.339267,87.521773,7.46
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Assam,0.106014,23.850854,2.01
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Bihar,0.176811,85.473693,7.19
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Gujarat,1.090293,68.715726,5.86
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Haryana,0.258352,28.134957,2.38
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Himachal Pradesh,0.106231,10.719725,0.91
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Jammu & Kashmir,0.102779,11.462147,0.97
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Karnataka,2.110045,68.873696,5.96
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Kerala,1.827115,44.605375,3.9
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Madhya Pradesh,0.903952,75.253777,6.39
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Maharashtra,1.422956,93.38143,7.95
India,"Calendar Year (Jan - Dec), 2019","August, 2019",North East,0.098302,12.238627,1.04
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Odisha,0.222829,32.503451,2.75
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Punjab,0.733691,39.816001,3.4
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Rajasthan,0.505426,65.63193,5.55
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Tamil Nadu,2.088052,82.437585,7.09
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Uttar Pradesh (East),0.404765,100.155623,8.44
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Uttar Pradesh (West),0.281179,64.948796,5.47
India,"Calendar Year (Jan - Dec), 2019","August, 2019",West Bengal,0.189733,56.566412,4.76
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Kolkata,0.674009,26.324697,2.27
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Delhi,3.270494,53.548211,4.77
India,"Calendar Year (Jan - Dec), 2019","August, 2019",Mumbai,2.905614,38.810563,3.5
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Andhra Pradesh,1.358527,87.317929,7.46
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Assam,0.107414,23.782892,2.01
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Bihar,0.180649,85.554966,7.21
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Gujarat,1.09505,68.814575,5.88
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Haryana,0.260329,27.955344,2.37
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Himachal Pradesh,0.10761,10.635832,0.9
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Jammu & Kashmir,0.101706,11.594481,0.98
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Karnataka,2.112876,68.311632,5.92
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Kerala,1.838988,44.43759,3.89
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Madhya Pradesh,0.907542,75.134464,6.39
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Maharashtra,1.441916,93.333548,7.97
India,"Calendar Year (Jan - Dec), 2019","July, 2019",North East,0.099244,12.183403,1.03
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Odisha,0.225354,32.911953,2.79
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Punjab,0.744024,39.373284,3.37
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Rajasthan,0.512274,65.619084,5.56
India,"Calendar Year (Jan - Dec), 2019","July, 2019",Tamil Nadu,2.117581,82.16217,7.09
