Country,State,Year,Gender,Category,"Gross Enrolment Ratio (Ger) In Higher Education (UOM:Ratio), Scaling Factor:1"
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,10.3
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,16
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,13.1
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Male,All Categories,38.3
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Female,All Categories,36
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Total,All Categories,37.2
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,34
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,33.2
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,33.6
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,34.1
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,29.6
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,31.8
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Male,All Categories,34.7
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Female,All Categories,32.8
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Total,All Categories,33.7
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,35.2
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,34
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,34.6
India,Assam,"Financial Year (Apr - Mar), 2020",Male,All Categories,16.8
India,Assam,"Financial Year (Apr - Mar), 2020",Female,All Categories,18.4
India,Assam,"Financial Year (Apr - Mar), 2020",Total,All Categories,17.5
India,Assam,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,17
India,Assam,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,19
India,Assam,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,17.9
India,Assam,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,23.8
India,Assam,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,25.6
India,Assam,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,24.7
India,Bihar,"Financial Year (Apr - Mar), 2020",Male,All Categories,16.6
India,Bihar,"Financial Year (Apr - Mar), 2020",Female,All Categories,15.1
India,Bihar,"Financial Year (Apr - Mar), 2020",Total,All Categories,15.9
India,Bihar,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,13.3
India,Bihar,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,9.7
India,Bihar,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,11.5
India,Bihar,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,22
India,Bihar,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,17.4
India,Bihar,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,19.7
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Male,All Categories,57.8
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Female,All Categories,77
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Total,All Categories,66.1
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,53.3
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,50.4
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,51.9
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,
India,Chandigarh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Male,All Categories,18
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Female,All Categories,21.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Total,All Categories,19.6
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,18.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,20.4
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,19.4
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,12
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,16.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,14.1
India,Delhi,"Financial Year (Apr - Mar), 2020",Male,All Categories,46.7
India,Delhi,"Financial Year (Apr - Mar), 2020",Female,All Categories,48.5
India,Delhi,"Financial Year (Apr - Mar), 2020",Total,All Categories,47.6
India,Delhi,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,26.3
India,Delhi,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,23.8
India,Delhi,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,25.1
India,Delhi,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,
India,Delhi,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,
India,Goa,"Financial Year (Apr - Mar), 2020",Male,All Categories,30.8
India,Goa,"Financial Year (Apr - Mar), 2020",Female,All Categories,37.3
India,Goa,"Financial Year (Apr - Mar), 2020",Total,All Categories,33.8
India,Goa,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,51.1
India,Goa,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,39
India,Goa,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,45.1
India,Goa,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,24.2
India,Goa,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,31.9
India,Goa,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,28.1
India,Gujarat,"Financial Year (Apr - Mar), 2020",Male,All Categories,23.6
India,Gujarat,"Financial Year (Apr - Mar), 2020",Female,All Categories,20.6
India,Gujarat,"Financial Year (Apr - Mar), 2020",Total,All Categories,22.2
India,Gujarat,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,30.1
India,Gujarat,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,26.7
India,Gujarat,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,28.5
India,Gujarat,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,17.7
India,Gujarat,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,17.9
India,Gujarat,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,17.8
India,Haryana,"Financial Year (Apr - Mar), 2020",Male,All Categories,28.9
India,Haryana,"Financial Year (Apr - Mar), 2020",Female,All Categories,33.7
India,Haryana,"Financial Year (Apr - Mar), 2020",Total,All Categories,31.1
India,Haryana,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,20.5
India,Haryana,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,23.8
India,Haryana,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,22
India,Haryana,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,
India,Haryana,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Male,All Categories,33.5
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Female,All Categories,44.7
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Total,All Categories,38.7
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,24.8
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,33.5
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,28.9
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,35.4
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,44.2
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,39.7
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Male,All Categories,23
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Female,All Categories,27.2
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Total,All Categories,25
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,15.4
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,19.4
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,17.3
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,17.1
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,15.7
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,16.5
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Male,All Categories,16.5
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Female,All Categories,17.5
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Total,All Categories,17
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,13.4
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,12.6
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,13
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,11.6
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,13.2
India,Jharkhand,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,12.4
India,Karnataka,"Financial Year (Apr - Mar), 2020",Male,All Categories,34.8
India,Karnataka,"Financial Year (Apr - Mar), 2020",Female,All Categories,37.2
India,Karnataka,"Financial Year (Apr - Mar), 2020",Total,All Categories,36
India,Karnataka,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,25.3
India,Karnataka,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,25.9
India,Karnataka,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,25.6
India,Karnataka,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,23.2
India,Karnataka,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,23.6
India,Karnataka,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,23.4
India,Kerala,"Financial Year (Apr - Mar), 2020",Male,All Categories,34.5
India,Kerala,"Financial Year (Apr - Mar), 2020",Female,All Categories,52.3
India,Kerala,"Financial Year (Apr - Mar), 2020",Total,All Categories,43.2
India,Kerala,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,23.4
India,Kerala,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,44.6
India,Kerala,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,33.7
India,Kerala,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,23.1
India,Kerala,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,35.1
India,Kerala,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,29.1
India,Ladakh,"Financial Year (Apr - Mar), 2020",Male,All Categories,5.4
India,Ladakh,"Financial Year (Apr - Mar), 2020",Female,All Categories,11.9
India,Ladakh,"Financial Year (Apr - Mar), 2020",Total,All Categories,84
India,Ladakh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,0
India,Ladakh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,266.7
India,Ladakh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,17.4
India,Ladakh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,6.1
India,Ladakh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,12.4
India,Ladakh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,9.3
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Male,All Categories,3.3
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Female,All Categories,11.4
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Total,All Categories,7.2
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,1.9
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,7
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,4.4
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Male,All Categories,27.31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Female,All Categories,26.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Total,All Categories,27.1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,25.5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,25.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,25.6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,15.3
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,16.1
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,15.7
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Male,All Categories,36.2
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Female,All Categories,33.5
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Total,All Categories,34.9
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,34.6
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,33.1
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,33.9
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,18.6
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,14.4
India,Maharashtra,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,16.5
India,Manipur,"Financial Year (Apr - Mar), 2020",Male,All Categories,36.9
India,Manipur,"Financial Year (Apr - Mar), 2020",Female,All Categories,38.6
India,Manipur,"Financial Year (Apr - Mar), 2020",Total,All Categories,37.8
India,Manipur,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,79.2
India,Manipur,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,68.9
India,Manipur,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,74.2
India,Manipur,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,18.5
India,Manipur,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,20
India,Manipur,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,19.2
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Male,All Categories,22.6
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Female,All Categories,29
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Total,All Categories,25.8
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,164.5
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,155
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,160.1
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,18.7
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,25.5
India,Meghalaya,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,22.1
India,Mizoram,"Financial Year (Apr - Mar), 2020",Male,All Categories,26.2
India,Mizoram,"Financial Year (Apr - Mar), 2020",Female,All Categories,27.5
India,Mizoram,"Financial Year (Apr - Mar), 2020",Total,All Categories,26.8
India,Mizoram,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,163.9
India,Mizoram,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,168.2
India,Mizoram,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,165.4
India,Mizoram,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,26.3
India,Mizoram,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,27.5
India,Mizoram,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,26.9
India,Nagaland,"Financial Year (Apr - Mar), 2020",Male,All Categories,15.4
India,Nagaland,"Financial Year (Apr - Mar), 2020",Female,All Categories,19.3
India,Nagaland,"Financial Year (Apr - Mar), 2020",Total,All Categories,17.3
India,Nagaland,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,
India,Nagaland,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,15.2
India,Nagaland,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,18.9
India,Nagaland,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,17
India,Odisha,"Financial Year (Apr - Mar), 2020",Male,All Categories,21.3
India,Odisha,"Financial Year (Apr - Mar), 2020",Female,All Categories,20.1
India,Odisha,"Financial Year (Apr - Mar), 2020",Total,All Categories,20.7
India,Odisha,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,21.4
India,Odisha,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,18.4
India,Odisha,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,20
India,Odisha,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,14.2
India,Odisha,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,12.8
India,Odisha,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,13.5
India,Puducherry,"Financial Year (Apr - Mar), 2020",Male,All Categories,60.3
India,Puducherry,"Financial Year (Apr - Mar), 2020",Female,All Categories,61.1
India,Puducherry,"Financial Year (Apr - Mar), 2020",Total,All Categories,60.8
India,Puducherry,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,45.5
India,Puducherry,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,45.6
India,Puducherry,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,45.6
India,Puducherry,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,
India,Puducherry,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2020",Male,All Categories,23.9
India,Punjab,"Financial Year (Apr - Mar), 2020",Female,All Categories,29.1
India,Punjab,"Financial Year (Apr - Mar), 2020",Total,All Categories,26.3
India,Punjab,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,14.3
India,Punjab,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,21.03
India,Punjab,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,17.5
India,Punjab,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,
India,Punjab,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Male,All Categories,26.1
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Female,All Categories,26
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Total,All Categories,26.1
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,22.9
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,22.6
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,22.8
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Male,Scheduled Tribe,22.8
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Female,Scheduled Tribe,23.8
India,Rajasthan,"Financial Year (Apr - Mar), 2020",Total,Scheduled Tribe,23.3
India,Sikkim,"Financial Year (Apr - Mar), 2020",Male,All Categories,36.3
India,Sikkim,"Financial Year (Apr - Mar), 2020",Female,All Categories,44
India,Sikkim,"Financial Year (Apr - Mar), 2020",Total,All Categories,39.9
India,Sikkim,"Financial Year (Apr - Mar), 2020",Male,Scheduled Caste,41.2
India,Sikkim,"Financial Year (Apr - Mar), 2020",Female,Scheduled Caste,36.6
India,Sikkim,"Financial Year (Apr - Mar), 2020",Total,Scheduled Caste,38.8
