Country,Year,Month,Service Area,"Tele-Density Service Area-Wise (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2019","July, 2019",North East,85.07
India,"Financial Year (Apr - Mar), 2019","July, 2019",Odisha,76.04
India,"Financial Year (Apr - Mar), 2019","July, 2019",Punjab,125.24
India,"Financial Year (Apr - Mar), 2019","July, 2019",Rajasthan,86.77
India,"Financial Year (Apr - Mar), 2019","July, 2019",Tamil Nadu,116.48
India,"Financial Year (Apr - Mar), 2019","July, 2019",Uttar Pradesh,68.75
India,"Financial Year (Apr - Mar), 2019","July, 2019",West Bengal,69.92
India,"Financial Year (Apr - Mar), 2019","July, 2019",Kolkata,164.41
India,"Financial Year (Apr - Mar), 2019","July, 2019",Delhi,241.28
India,"Financial Year (Apr - Mar), 2019","July, 2019",Mumbai,166.31
India,"Financial Year (Apr - Mar), 2019","June, 2019",Andhra Pradesh,97.58
India,"Financial Year (Apr - Mar), 2019","June, 2019",Assam,70.34
India,"Financial Year (Apr - Mar), 2019","June, 2019",Bihar,60.13
India,"Financial Year (Apr - Mar), 2019","June, 2019",Gujarat,106.17
India,"Financial Year (Apr - Mar), 2019","June, 2019",Haryana,97.94
India,"Financial Year (Apr - Mar), 2019","June, 2019",Himachal Pradesh,146.7
India,"Financial Year (Apr - Mar), 2019","June, 2019",Jammu & Kashmir,90.36
India,"Financial Year (Apr - Mar), 2019","June, 2019",Karnataka,109.64
India,"Financial Year (Apr - Mar), 2019","June, 2019",Kerala,126.76
India,"Financial Year (Apr - Mar), 2019","June, 2019",Madhya Pradesh,70.32
India,"Financial Year (Apr - Mar), 2019","June, 2019",Maharashtra,92.29
India,"Financial Year (Apr - Mar), 2019","June, 2019",North East,84.11
India,"Financial Year (Apr - Mar), 2019","June, 2019",Odisha,75.68
India,"Financial Year (Apr - Mar), 2019","June, 2019",Punjab,125.22
India,"Financial Year (Apr - Mar), 2019","June, 2019",Rajasthan,86.26
India,"Financial Year (Apr - Mar), 2019","June, 2019",Tamil Nadu,116.33
India,"Financial Year (Apr - Mar), 2019","June, 2019",Uttar Pradesh,68.83
India,"Financial Year (Apr - Mar), 2019","June, 2019",West Bengal,69.9
India,"Financial Year (Apr - Mar), 2019","June, 2019",Kolkata,164.78
India,"Financial Year (Apr - Mar), 2019","June, 2019",Delhi,240.53
India,"Financial Year (Apr - Mar), 2019","June, 2019",Mumbai,166.2
India,"Financial Year (Apr - Mar), 2019","May, 2019",Andhra Pradesh,97.0
India,"Financial Year (Apr - Mar), 2019","May, 2019",Assam,69.96
India,"Financial Year (Apr - Mar), 2019","May, 2019",Bihar,60.15
India,"Financial Year (Apr - Mar), 2019","May, 2019",Gujarat,106.35
India,"Financial Year (Apr - Mar), 2019","May, 2019",Haryana,97.54
India,"Financial Year (Apr - Mar), 2019","May, 2019",Himachal Pradesh,146.34
India,"Financial Year (Apr - Mar), 2019","May, 2019",Jammu & Kashmir,89.33
India,"Financial Year (Apr - Mar), 2019","May, 2019",Karnataka,108.94
India,"Financial Year (Apr - Mar), 2019","May, 2019",Kerala,126.22
India,"Financial Year (Apr - Mar), 2019","May, 2019",Madhya Pradesh,70.47
India,"Financial Year (Apr - Mar), 2019","May, 2019",Maharashtra,92.33
India,"Financial Year (Apr - Mar), 2019","May, 2019",North East,83.81
India,"Financial Year (Apr - Mar), 2019","May, 2019",Odisha,75.27
India,"Financial Year (Apr - Mar), 2019","May, 2019",Punjab,124.94
India,"Financial Year (Apr - Mar), 2019","May, 2019",Rajasthan,86.18
India,"Financial Year (Apr - Mar), 2019","May, 2019",Tamil Nadu,116.4
India,"Financial Year (Apr - Mar), 2019","May, 2019",Uttar Pradesh,68.52
India,"Financial Year (Apr - Mar), 2019","May, 2019",West Bengal,70.0
India,"Financial Year (Apr - Mar), 2019","May, 2019",Kolkata,164.83
India,"Financial Year (Apr - Mar), 2019","May, 2019",Delhi,240.49
India,"Financial Year (Apr - Mar), 2019","May, 2019",Mumbai,165.31
India,"Financial Year (Apr - Mar), 2019","April, 2019",Andhra Pradesh,97.32
India,"Financial Year (Apr - Mar), 2019","April, 2019",Assam,69.78
India,"Financial Year (Apr - Mar), 2019","April, 2019",Bihar,60.12
India,"Financial Year (Apr - Mar), 2019","April, 2019",Gujarat,106.09
India,"Financial Year (Apr - Mar), 2019","April, 2019",Haryana,97.19
India,"Financial Year (Apr - Mar), 2019","April, 2019",Himachal Pradesh,145.73
India,"Financial Year (Apr - Mar), 2019","April, 2019",Jammu & Kashmir,89.49
India,"Financial Year (Apr - Mar), 2019","April, 2019",Karnataka,108.85
India,"Financial Year (Apr - Mar), 2019","April, 2019",Kerala,126.48
India,"Financial Year (Apr - Mar), 2019","April, 2019",Madhya Pradesh,70.36
India,"Financial Year (Apr - Mar), 2019","April, 2019",Maharashtra,92.75
India,"Financial Year (Apr - Mar), 2019","April, 2019",North East,83.22
India,"Financial Year (Apr - Mar), 2019","April, 2019",Odisha,74.9
India,"Financial Year (Apr - Mar), 2019","April, 2019",Punjab,125.19
India,"Financial Year (Apr - Mar), 2019","April, 2019",Rajasthan,85.86
India,"Financial Year (Apr - Mar), 2019","April, 2019",Tamil Nadu,116.79
India,"Financial Year (Apr - Mar), 2019","April, 2019",Uttar Pradesh,68.85
India,"Financial Year (Apr - Mar), 2019","April, 2019",West Bengal,71.14
India,"Financial Year (Apr - Mar), 2019","April, 2019",Kolkata,165.31
India,"Financial Year (Apr - Mar), 2019","April, 2019",Delhi,239.54
India,"Financial Year (Apr - Mar), 2019","April, 2019",Mumbai,165.49
India,"Financial Year (Apr - Mar), 2018","March, 2019",Andhra Pradesh,97.55
India,"Financial Year (Apr - Mar), 2018","March, 2019",Assam,68.81
India,"Financial Year (Apr - Mar), 2018","March, 2019",Bihar,59.95
India,"Financial Year (Apr - Mar), 2018","March, 2019",Gujarat,107.21
India,"Financial Year (Apr - Mar), 2018","March, 2019",Haryana,97.66
India,"Financial Year (Apr - Mar), 2018","March, 2019",Himachal Pradesh,146.37
India,"Financial Year (Apr - Mar), 2018","March, 2019",Jammu & Kashmir,89.43
India,"Financial Year (Apr - Mar), 2018","March, 2019",Karnataka,110.04
India,"Financial Year (Apr - Mar), 2018","March, 2019",Kerala,126.15
India,"Financial Year (Apr - Mar), 2018","March, 2019",Madhya Pradesh,70.11
India,"Financial Year (Apr - Mar), 2018","March, 2019",Maharashtra,92.83
India,"Financial Year (Apr - Mar), 2018","March, 2019",North East,84.17
India,"Financial Year (Apr - Mar), 2018","March, 2019",Odisha,75.74
India,"Financial Year (Apr - Mar), 2018","March, 2019",Punjab,125.35
India,"Financial Year (Apr - Mar), 2018","March, 2019",Rajasthan,85.34
India,"Financial Year (Apr - Mar), 2018","March, 2019",Tamil Nadu,116.94
India,"Financial Year (Apr - Mar), 2018","March, 2019",Uttar Pradesh,68.63
India,"Financial Year (Apr - Mar), 2018","March, 2019",West Bengal,71.39
India,"Financial Year (Apr - Mar), 2018","March, 2019",Kolkata,165.51
India,"Financial Year (Apr - Mar), 2018","March, 2019",Delhi,238.57
India,"Financial Year (Apr - Mar), 2018","March, 2019",Mumbai,165.62
India,"Financial Year (Apr - Mar), 2018","February, 2019",Andhra Pradesh,99.02
India,"Financial Year (Apr - Mar), 2018","February, 2019",Assam,67.22
India,"Financial Year (Apr - Mar), 2018","February, 2019",Bihar,62.83
India,"Financial Year (Apr - Mar), 2018","February, 2019",Gujarat,110.06
India,"Financial Year (Apr - Mar), 2018","February, 2019",Haryana,98.23
India,"Financial Year (Apr - Mar), 2018","February, 2019",Himachal Pradesh,147.46
India,"Financial Year (Apr - Mar), 2018","February, 2019",Jammu & Kashmir,91.02
India,"Financial Year (Apr - Mar), 2018","February, 2019",Karnataka,111.04
India,"Financial Year (Apr - Mar), 2018","February, 2019",Kerala,126.03
India,"Financial Year (Apr - Mar), 2018","February, 2019",Madhya Pradesh,72.66
India,"Financial Year (Apr - Mar), 2018","February, 2019",Maharashtra,95.48
India,"Financial Year (Apr - Mar), 2018","February, 2019",North East,85.29
India,"Financial Year (Apr - Mar), 2018","February, 2019",Odisha,77.69
India,"Financial Year (Apr - Mar), 2018","February, 2019",Punjab,125.83
India,"Financial Year (Apr - Mar), 2018","February, 2019",Rajasthan,88.86
India,"Financial Year (Apr - Mar), 2018","February, 2019",Tamil Nadu,116.67
India,"Financial Year (Apr - Mar), 2018","February, 2019",Uttar Pradesh,70.11
India,"Financial Year (Apr - Mar), 2018","February, 2019",West Bengal,73.79
India,"Financial Year (Apr - Mar), 2018","February, 2019",Kolkata,171.22
India,"Financial Year (Apr - Mar), 2018","February, 2019",Delhi,238.02
India,"Financial Year (Apr - Mar), 2018","February, 2019",Mumbai,165.21
India,"Financial Year (Apr - Mar), 2018","January, 2019",Andhra Pradesh,98.91
India,"Financial Year (Apr - Mar), 2018","January, 2019",Assam,66.68
India,"Financial Year (Apr - Mar), 2018","January, 2019",Bihar,62.54
India,"Financial Year (Apr - Mar), 2018","January, 2019",Gujarat,110.04
India,"Financial Year (Apr - Mar), 2018","January, 2019",Haryana,98.38
India,"Financial Year (Apr - Mar), 2018","January, 2019",Himachal Pradesh,147.06
India,"Financial Year (Apr - Mar), 2018","January, 2019",Jammu & Kashmir,91.16
India,"Financial Year (Apr - Mar), 2018","January, 2019",Karnataka,111.1
India,"Financial Year (Apr - Mar), 2018","January, 2019",Kerala,125.96
India,"Financial Year (Apr - Mar), 2018","January, 2019",Madhya Pradesh,72.63
India,"Financial Year (Apr - Mar), 2018","January, 2019",Maharashtra,95.4
India,"Financial Year (Apr - Mar), 2018","January, 2019",North East,84.83
India,"Financial Year (Apr - Mar), 2018","January, 2019",Odisha,77.22
India,"Financial Year (Apr - Mar), 2018","January, 2019",Punjab,126.0
India,"Financial Year (Apr - Mar), 2018","January, 2019",Rajasthan,88.88
India,"Financial Year (Apr - Mar), 2018","January, 2019",Tamil Nadu,117.24
India,"Financial Year (Apr - Mar), 2018","January, 2019",Uttar Pradesh,70.28
India,"Financial Year (Apr - Mar), 2018","January, 2019",West Bengal,73.59
India,"Financial Year (Apr - Mar), 2018","January, 2019",Kolkata,171.59
India,"Financial Year (Apr - Mar), 2018","January, 2019",Delhi,237.56
India,"Financial Year (Apr - Mar), 2018","January, 2019",Mumbai,165.22
India,"Financial Year (Apr - Mar), 2018","December, 2018",Andhra Pradesh,98.25
India,"Financial Year (Apr - Mar), 2018","December, 2018",Assam,65.34
India,"Financial Year (Apr - Mar), 2018","December, 2018",Bihar,62.23
India,"Financial Year (Apr - Mar), 2018","December, 2018",Gujarat,109.53
India,"Financial Year (Apr - Mar), 2018","December, 2018",Haryana,97.88
India,"Financial Year (Apr - Mar), 2018","December, 2018",Himachal Pradesh,146.47
India,"Financial Year (Apr - Mar), 2018","December, 2018",Jammu & Kashmir,90.99
India,"Financial Year (Apr - Mar), 2018","December, 2018",Karnataka,110.87
India,"Financial Year (Apr - Mar), 2018","December, 2018",Kerala,125.52
India,"Financial Year (Apr - Mar), 2018","December, 2018",Madhya Pradesh,72.29
India,"Financial Year (Apr - Mar), 2018","December, 2018",Maharashtra,94.96
India,"Financial Year (Apr - Mar), 2018","December, 2018",North East,82.66
India,"Financial Year (Apr - Mar), 2018","December, 2018",Odisha,76.9
India,"Financial Year (Apr - Mar), 2018","December, 2018",Punjab,125.98
India,"Financial Year (Apr - Mar), 2018","December, 2018",Rajasthan,88.46
India,"Financial Year (Apr - Mar), 2018","December, 2018",Tamil Nadu,117.73
India,"Financial Year (Apr - Mar), 2018","December, 2018",Uttar Pradesh,70.12
India,"Financial Year (Apr - Mar), 2018","December, 2018",West Bengal,73.23
India,"Financial Year (Apr - Mar), 2018","December, 2018",Kolkata,170.48
India,"Financial Year (Apr - Mar), 2018","December, 2018",Delhi,235.65
India,"Financial Year (Apr - Mar), 2018","December, 2018",Mumbai,164.96
India,"Financial Year (Apr - Mar), 2018","November, 2018",Andhra Pradesh,97.88
India,"Financial Year (Apr - Mar), 2018","November, 2018",Assam,65.29
India,"Financial Year (Apr - Mar), 2018","November, 2018",Bihar,61.92
India,"Financial Year (Apr - Mar), 2018","November, 2018",Gujarat,109.21
India,"Financial Year (Apr - Mar), 2018","November, 2018",Haryana,97.49
India,"Financial Year (Apr - Mar), 2018","November, 2018",Himachal Pradesh,145.89
India,"Financial Year (Apr - Mar), 2018","November, 2018",Jammu & Kashmir,90.67
India,"Financial Year (Apr - Mar), 2018","November, 2018",Karnataka,110.83
India,"Financial Year (Apr - Mar), 2018","November, 2018",Kerala,125.12
India,"Financial Year (Apr - Mar), 2018","November, 2018",Madhya Pradesh,72.16
India,"Financial Year (Apr - Mar), 2018","November, 2018",Maharashtra,94.46
India,"Financial Year (Apr - Mar), 2018","November, 2018",North East,83.49
India,"Financial Year (Apr - Mar), 2018","November, 2018",Odisha,76.86
India,"Financial Year (Apr - Mar), 2018","November, 2018",Punjab,126.08
India,"Financial Year (Apr - Mar), 2018","November, 2018",Rajasthan,88.15
India,"Financial Year (Apr - Mar), 2018","November, 2018",Tamil Nadu,117.59
India,"Financial Year (Apr - Mar), 2018","November, 2018",Uttar Pradesh,70.01
India,"Financial Year (Apr - Mar), 2018","November, 2018",West Bengal,72.77
India,"Financial Year (Apr - Mar), 2018","November, 2018",Kolkata,170.1
India,"Financial Year (Apr - Mar), 2018","November, 2018",Delhi,235.88
India,"Financial Year (Apr - Mar), 2018","November, 2018",Mumbai,164.42
India,"Financial Year (Apr - Mar), 2018","October, 2018",Andhra Pradesh,97.86
India,"Financial Year (Apr - Mar), 2018","October, 2018",Assam,65.25
India,"Financial Year (Apr - Mar), 2018","October, 2018",Bihar,61.9
India,"Financial Year (Apr - Mar), 2018","October, 2018",Gujarat,108.76
India,"Financial Year (Apr - Mar), 2018","October, 2018",Haryana,97.36
India,"Financial Year (Apr - Mar), 2018","October, 2018",Himachal Pradesh,145.38
India,"Financial Year (Apr - Mar), 2018","October, 2018",Jammu & Kashmir,90.37
India,"Financial Year (Apr - Mar), 2018","October, 2018",Karnataka,110.87
India,"Financial Year (Apr - Mar), 2018","October, 2018",Kerala,125.07
India,"Financial Year (Apr - Mar), 2018","October, 2018",Madhya Pradesh,85.59
India,"Financial Year (Apr - Mar), 2018","October, 2018",Maharashtra,80.32
India,"Financial Year (Apr - Mar), 2018","October, 2018",North East,83.03
India,"Financial Year (Apr - Mar), 2018","October, 2018",Odisha,76.85
India,"Financial Year (Apr - Mar), 2018","October, 2018",Punjab,125.97
India,"Financial Year (Apr - Mar), 2018","October, 2018",Rajasthan,87.95
India,"Financial Year (Apr - Mar), 2018","October, 2018",Tamil Nadu,117.37
India,"Financial Year (Apr - Mar), 2018","October, 2018",Uttar Pradesh,70.1
India,"Financial Year (Apr - Mar), 2018","October, 2018",West Bengal,72.75
India,"Financial Year (Apr - Mar), 2018","October, 2018",Kolkata,169.95
India,"Financial Year (Apr - Mar), 2018","October, 2018",Delhi,236.14
India,"Financial Year (Apr - Mar), 2018","October, 2018",Mumbai,164.5
India,"Financial Year (Apr - Mar), 2018","September, 2018",Andhra Pradesh,97.59
India,"Financial Year (Apr - Mar), 2018","September, 2018",Assam,65.16
India,"Financial Year (Apr - Mar), 2018","September, 2018",Bihar,62.0
India,"Financial Year (Apr - Mar), 2018","September, 2018",Gujarat,109.3
India,"Financial Year (Apr - Mar), 2018","September, 2018",Haryana,97.72
India,"Financial Year (Apr - Mar), 2018","September, 2018",Himachal Pradesh,145.07
India,"Financial Year (Apr - Mar), 2018","September, 2018",Jammu & Kashmir,89.82
India,"Financial Year (Apr - Mar), 2018","September, 2018",Karnataka,110.66
India,"Financial Year (Apr - Mar), 2018","September, 2018",Kerala,124.92
India,"Financial Year (Apr - Mar), 2018","September, 2018",Madhya Pradesh,72.25
India,"Financial Year (Apr - Mar), 2018","September, 2018",Maharashtra,94.81
India,"Financial Year (Apr - Mar), 2018","September, 2018",North East,82.97
India,"Financial Year (Apr - Mar), 2018","September, 2018",Odisha,77.04
India,"Financial Year (Apr - Mar), 2018","September, 2018",Punjab,125.66
India,"Financial Year (Apr - Mar), 2018","September, 2018",Rajasthan,88.07
India,"Financial Year (Apr - Mar), 2018","September, 2018",Tamil Nadu,117.16
India,"Financial Year (Apr - Mar), 2018","September, 2018",Uttar Pradesh,70.36
India,"Financial Year (Apr - Mar), 2018","September, 2018",West Bengal,72.88
India,"Financial Year (Apr - Mar), 2018","September, 2018",Kolkata,169.55
India,"Financial Year (Apr - Mar), 2018","September, 2018",Delhi,234.97
India,"Financial Year (Apr - Mar), 2018","September, 2018",Mumbai,163.93
India,"Financial Year (Apr - Mar), 2018","August, 2018",Andhra Pradesh,97.81
India,"Financial Year (Apr - Mar), 2018","August, 2018",Assam,65.07
India,"Financial Year (Apr - Mar), 2018","August, 2018",Bihar,62.07
India,"Financial Year (Apr - Mar), 2018","August, 2018",Gujarat,109.89
India,"Financial Year (Apr - Mar), 2018","August, 2018",Haryana,98.52
India,"Financial Year (Apr - Mar), 2018","August, 2018",Himachal Pradesh,144.7
India,"Financial Year (Apr - Mar), 2018","August, 2018",Jammu & Kashmir,89.4
India,"Financial Year (Apr - Mar), 2018","August, 2018",Karnataka,110.51
India,"Financial Year (Apr - Mar), 2018","August, 2018",Kerala,124.7
India,"Financial Year (Apr - Mar), 2018","August, 2018",Madhya Pradesh,71.75
India,"Financial Year (Apr - Mar), 2018","August, 2018",Maharashtra,95.29
India,"Financial Year (Apr - Mar), 2018","August, 2018",North East,83.66
India,"Financial Year (Apr - Mar), 2018","August, 2018",Odisha,77.19
India,"Financial Year (Apr - Mar), 2018","August, 2018",Punjab,126.15
India,"Financial Year (Apr - Mar), 2018","August, 2018",Rajasthan,85.13
India,"Financial Year (Apr - Mar), 2018","August, 2018",Tamil Nadu,116.38
India,"Financial Year (Apr - Mar), 2018","August, 2018",Uttar Pradesh,70.6
India,"Financial Year (Apr - Mar), 2018","August, 2018",West Bengal,73.18
India,"Financial Year (Apr - Mar), 2018","August, 2018",Kolkata,168.94
India,"Financial Year (Apr - Mar), 2018","August, 2018",Delhi,234.88
India,"Financial Year (Apr - Mar), 2018","August, 2018",Mumbai,163.28
India,"Financial Year (Apr - Mar), 2018","July, 2018",Andhra Pradesh,97.21
India,"Financial Year (Apr - Mar), 2018","July, 2018",Assam,64.64
India,"Financial Year (Apr - Mar), 2018","July, 2018",Bihar,61.4
India,"Financial Year (Apr - Mar), 2018","July, 2018",Gujarat,109.58
India,"Financial Year (Apr - Mar), 2018","July, 2018",Haryana,97.71
India,"Financial Year (Apr - Mar), 2018","July, 2018",Himachal Pradesh,143.58
India,"Financial Year (Apr - Mar), 2018","July, 2018",Jammu & Kashmir,90.83
India,"Financial Year (Apr - Mar), 2018","July, 2018",Karnataka,109.87
India,"Financial Year (Apr - Mar), 2018","July, 2018",Kerala,124.17
India,"Financial Year (Apr - Mar), 2018","July, 2018",Madhya Pradesh,70.93
India,"Financial Year (Apr - Mar), 2018","July, 2018",Maharashtra,94.92
India,"Financial Year (Apr - Mar), 2018","July, 2018",North East,83.05
India,"Financial Year (Apr - Mar), 2018","July, 2018",Odisha,76.61
India,"Financial Year (Apr - Mar), 2018","July, 2018",Punjab,125.8
India,"Financial Year (Apr - Mar), 2018","July, 2018",Rajasthan,84.5
India,"Financial Year (Apr - Mar), 2018","July, 2018",Tamil Nadu,115.63
India,"Financial Year (Apr - Mar), 2018","July, 2018",Uttar Pradesh,70.26
India,"Financial Year (Apr - Mar), 2018","July, 2018",West Bengal,73.14
India,"Financial Year (Apr - Mar), 2018","July, 2018",Kolkata,167.4
India,"Financial Year (Apr - Mar), 2018","July, 2018",Delhi,233.23
India,"Financial Year (Apr - Mar), 2018","July, 2018",Mumbai,155.62
India,"Financial Year (Apr - Mar), 2018","June, 2018",Andhra Pradesh,96.92
India,"Financial Year (Apr - Mar), 2018","June, 2018",Assam,63.6
India,"Financial Year (Apr - Mar), 2018","June, 2018",Bihar,60.11
India,"Financial Year (Apr - Mar), 2018","June, 2018",Gujarat,110.39
India,"Financial Year (Apr - Mar), 2018","June, 2018",Haryana,96.62
India,"Financial Year (Apr - Mar), 2018","June, 2018",Himachal Pradesh,141.33
India,"Financial Year (Apr - Mar), 2018","June, 2018",Jammu & Kashmir,87.88
India,"Financial Year (Apr - Mar), 2018","June, 2018",Karnataka,108.3
India,"Financial Year (Apr - Mar), 2018","June, 2018",Kerala,124.14
India,"Financial Year (Apr - Mar), 2018","June, 2018",Madhya Pradesh,69.73
India,"Financial Year (Apr - Mar), 2018","June, 2018",Maharashtra,94.82
India,"Financial Year (Apr - Mar), 2018","June, 2018",North East,81.79
India,"Financial Year (Apr - Mar), 2018","June, 2018",Odisha,74.51
India,"Financial Year (Apr - Mar), 2018","June, 2018",Punjab,124.14
India,"Financial Year (Apr - Mar), 2018","June, 2018",Rajasthan,83.23
India,"Financial Year (Apr - Mar), 2018","June, 2018",Tamil Nadu,116.04
India,"Financial Year (Apr - Mar), 2018","June, 2018",Uttar Pradesh,69.93
India,"Financial Year (Apr - Mar), 2018","June, 2018",West Bengal,71.74
India,"Financial Year (Apr - Mar), 2018","June, 2018",Kolkata,165.76
India,"Financial Year (Apr - Mar), 2018","June, 2018",Delhi,232.25
India,"Financial Year (Apr - Mar), 2018","June, 2018",Mumbai,157.58
India,"Financial Year (Apr - Mar), 2018","May, 2018",Andhra Pradesh,95.76
India,"Financial Year (Apr - Mar), 2018","May, 2018",Assam,62.35
India,"Financial Year (Apr - Mar), 2018","May, 2018",Bihar,58.85
India,"Financial Year (Apr - Mar), 2018","May, 2018",Gujarat,110.45
India,"Financial Year (Apr - Mar), 2018","May, 2018",Haryana,95.13
India,"Financial Year (Apr - Mar), 2018","May, 2018",Himachal Pradesh,139.06
India,"Financial Year (Apr - Mar), 2018","May, 2018",Jammu & Kashmir,85.79
India,"Financial Year (Apr - Mar), 2018","May, 2018",Karnataka,106.83
India,"Financial Year (Apr - Mar), 2018","May, 2018",Kerala,122.52
India,"Financial Year (Apr - Mar), 2018","May, 2018",Madhya Pradesh,68.43
India,"Financial Year (Apr - Mar), 2018","May, 2018",Maharashtra,94.16
India,"Financial Year (Apr - Mar), 2018","May, 2018",North East,80.28
India,"Financial Year (Apr - Mar), 2018","May, 2018",Odisha,73.33
India,"Financial Year (Apr - Mar), 2018","May, 2018",Punjab,122.63
India,"Financial Year (Apr - Mar), 2018","May, 2018",Rajasthan,82.01
India,"Financial Year (Apr - Mar), 2018","May, 2018",Tamil Nadu,114.13
India,"Financial Year (Apr - Mar), 2018","May, 2018",Uttar Pradesh,69.57
India,"Financial Year (Apr - Mar), 2018","May, 2018",West Bengal,70.4
India,"Financial Year (Apr - Mar), 2018","May, 2018",Kolkata,163.31
India,"Financial Year (Apr - Mar), 2018","May, 2018",Delhi,229.85
India,"Financial Year (Apr - Mar), 2018","May, 2018",Mumbai,155.86
India,"Financial Year (Apr - Mar), 2018","April, 2018",Andhra Pradesh,97.97
India,"Financial Year (Apr - Mar), 2018","April, 2018",Assam,78.1
India,"Financial Year (Apr - Mar), 2018","April, 2018",Bihar,63.71
India,"Financial Year (Apr - Mar), 2018","April, 2018",Gujarat,112.44
India,"Financial Year (Apr - Mar), 2018","April, 2018",Haryana,94.97
India,"Financial Year (Apr - Mar), 2018","April, 2018",Himachal Pradesh,137.41
India,"Financial Year (Apr - Mar), 2018","April, 2018",Jammu & Kashmir,112.28
India,"Financial Year (Apr - Mar), 2018","April, 2018",Karnataka,110.07
India,"Financial Year (Apr - Mar), 2018","April, 2018",Kerala,122.59
India,"Financial Year (Apr - Mar), 2018","April, 2018",Madhya Pradesh,67.98
India,"Financial Year (Apr - Mar), 2018","April, 2018",Maharashtra,95.59
India,"Financial Year (Apr - Mar), 2018","April, 2018",North East,101.77
India,"Financial Year (Apr - Mar), 2018","April, 2018",Odisha,81.4
India,"Financial Year (Apr - Mar), 2018","April, 2018",Punjab,124.28
India,"Financial Year (Apr - Mar), 2018","April, 2018",Rajasthan,88.89
India,"Financial Year (Apr - Mar), 2018","April, 2018",Tamil Nadu,139.67
India,"Financial Year (Apr - Mar), 2018","April, 2018",Uttar Pradesh,72.17
India,"Financial Year (Apr - Mar), 2018","April, 2018",West Bengal,75.07
India,"Financial Year (Apr - Mar), 2018","April, 2018",Kolkata,187.23
India,"Financial Year (Apr - Mar), 2018","April, 2018",Delhi,257.69
India,"Financial Year (Apr - Mar), 2018","April, 2018",Mumbai,164.72
India,"Financial Year (Apr - Mar), 2017","March, 2018",Andhra Pradesh,97.21
India,"Financial Year (Apr - Mar), 2017","March, 2018",Assam,76.87
India,"Financial Year (Apr - Mar), 2017","March, 2018",Bihar,63.16
India,"Financial Year (Apr - Mar), 2017","March, 2018",Gujarat,112.45
India,"Financial Year (Apr - Mar), 2017","March, 2018",Haryana,84.44
India,"Financial Year (Apr - Mar), 2017","March, 2018",Himachal Pradesh,174.46
India,"Financial Year (Apr - Mar), 2017","March, 2018",Jammu & Kashmir,109.19
India,"Financial Year (Apr - Mar), 2017","March, 2018",Karnataka,109.05
India,"Financial Year (Apr - Mar), 2017","March, 2018",Kerala,121.61
India,"Financial Year (Apr - Mar), 2017","March, 2018",Madhya Pradesh,67.02
India,"Financial Year (Apr - Mar), 2017","March, 2018",Maharashtra,95.5
India,"Financial Year (Apr - Mar), 2017","March, 2018",North East,98.06
India,"Financial Year (Apr - Mar), 2017","March, 2018",Odisha,80.28
India,"Financial Year (Apr - Mar), 2017","March, 2018",Punjab,123.45
India,"Financial Year (Apr - Mar), 2017","March, 2018",Rajasthan,87.83
India,"Financial Year (Apr - Mar), 2017","March, 2018",Tamil Nadu,136.36
India,"Financial Year (Apr - Mar), 2017","March, 2018",Uttar Pradesh,71.36
India,"Financial Year (Apr - Mar), 2017","March, 2018",West Bengal,73.73
India,"Financial Year (Apr - Mar), 2017","March, 2018",Kolkata,182.97
India,"Financial Year (Apr - Mar), 2017","March, 2018",Delhi,254.49
India,"Financial Year (Apr - Mar), 2017","March, 2018",Mumbai,163.01
India,"Financial Year (Apr - Mar), 2017","February, 2018",Andhra Pradesh,96.08
India,"Financial Year (Apr - Mar), 2017","February, 2018",Assam,69.79
India,"Financial Year (Apr - Mar), 2017","February, 2018",Bihar,61.24
India,"Financial Year (Apr - Mar), 2017","February, 2018",Gujarat,111.04
India,"Financial Year (Apr - Mar), 2017","February, 2018",Haryana,92.69
India,"Financial Year (Apr - Mar), 2017","February, 2018",Himachal Pradesh,136.13
India,"Financial Year (Apr - Mar), 2017","February, 2018",Jammu & Kashmir,103.74
India,"Financial Year (Apr - Mar), 2017","February, 2018",Karnataka,108.47
India,"Financial Year (Apr - Mar), 2017","February, 2018",Kerala,119.89
India,"Financial Year (Apr - Mar), 2017","February, 2018",Madhya Pradesh,65.81
India,"Financial Year (Apr - Mar), 2017","February, 2018",Maharashtra,94.8
India,"Financial Year (Apr - Mar), 2017","February, 2018",North East,93.35
India,"Financial Year (Apr - Mar), 2017","February, 2018",Odisha,78.65
India,"Financial Year (Apr - Mar), 2017","February, 2018",Punjab,122.04
India,"Financial Year (Apr - Mar), 2017","February, 2018",Rajasthan,85.95
India,"Financial Year (Apr - Mar), 2017","February, 2018",Tamil Nadu,126.34
India,"Financial Year (Apr - Mar), 2017","February, 2018",Uttar Pradesh,70.21
India,"Financial Year (Apr - Mar), 2017","February, 2018",West Bengal,71.93
India,"Financial Year (Apr - Mar), 2017","February, 2018",Kolkata,175.02
India,"Financial Year (Apr - Mar), 2017","February, 2018",Delhi,250.47
India,"Financial Year (Apr - Mar), 2017","February, 2018",Mumbai,161.89
India,"Financial Year (Apr - Mar), 2017","January, 2018",Andhra Pradesh,95.61
India,"Financial Year (Apr - Mar), 2017","January, 2018",Assam,67.59
India,"Financial Year (Apr - Mar), 2017","January, 2018",Bihar,59.84
